id,degradation,patch_size,patch_churn,diff_complexity,diff_size,number_comments,number_users,number_contributors,number_core_devs,opened_by,number_of_patches,words_in_discussion,words_per_comment_in_discussion,snippets_size,mean_time_between_replies,discussion_length
201,False,1.0,9.0,75.0,397.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
204,False,5.0,88.0,466.0,2379.0,1,0,1,0,employee,0,10,10.0,0,0.0,1
208,False,1.0,24.0,100.0,718.0,3,0,1,1,employee,0,47,15.666666666666666,0,0.0,0
209,False,1.0,24.0,133.0,636.0,4,0,1,1,employee,0,23,5.75,0,0.0,0
210,False,1.0,2.0,93.0,575.0,1,0,0,1,employee,0,3,3.0,0,0.0,0
211,True,3.0,9.0,93.0,1046.0,1,0,0,1,employee,0,12,12.0,0,0.0,0
212,False,1.0,1.0,120.0,664.0,2,0,1,1,employee,0,4,2.0,0,0.0,0
213,False,2.0,114.0,47.0,344.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
217,False,3.0,71.0,364.0,3099.0,2,1,1,0,employee,0,4,2.0,0,0.0,0
218,False,1.0,2.0,24.0,408.0,0,0,0,0,employee,0,0,0,0,0,0
225,True,10.0,845.0,367.0,2303.0,1,0,1,0,employee,0,6,6.0,0,0.0,2
231,False,1.0,63.0,57.0,402.0,2,0,1,0,employee,1,52,26.0,936,0.0,0
232,False,1.0,48.0,9.0,115.0,3,0,1,1,employee,1,54,18.0,936,0.0,0
233,False,5.0,69.0,400.0,3399.0,3,0,1,1,employee,1,55,18.333333333333332,936,0.0,1
234,False,2.0,14.0,193.0,908.0,3,0,1,1,employee,1,52,17.333333333333332,936,0.0,0
235,False,1.0,28.0,8.0,89.0,3,0,1,1,employee,0,21,7.0,0,0.0,1
236,True,2.0,271.0,34.0,273.0,8,1,1,1,employee,0,222,27.75,0,0.0,0
237,True,4.0,201.0,77.0,584.0,3,0,2,1,employee,0,10,3.3333333333333335,0,0.0,0
238,False,4.0,62.0,587.0,4072.0,2,0,1,1,employee,0,6,3.0,0,1.5,3
239,False,14.0,558.0,633.0,4122.0,1,0,1,0,employee,0,2,2.0,0,0.0,1
241,False,12.0,395.0,986.0,6753.0,0,0,0,0,employee,0,0,0,0,0,0
243,False,1.0,3.0,77.0,405.0,0,0,0,0,employee,0,0,0,0,0,0
244,False,2.0,20.0,123.0,710.0,0,0,0,0,employee,0,0,0,0,0,0
245,False,1.0,2.0,80.0,423.0,1,0,1,0,temporary,0,8,8.0,0,0.0,0
246,False,1.0,4.0,121.0,736.0,3,1,1,1,temporary,0,32,10.666666666666666,0,0.0,0
247,False,1.0,5.0,80.0,424.0,0,0,0,0,employee,0,0,0,0,0,0
248,False,2.0,161.0,49.0,466.0,0,0,0,0,temporary,0,0,0,0,0,0
250,False,1.0,3.0,16.0,254.0,0,0,0,0,temporary,0,0,0,0,0,0
254,True,8.0,191.0,733.0,5655.0,3,0,1,1,employee,1,32,10.666666666666666,559,0.0,0
255,False,4.0,60.0,139.0,941.0,3,0,2,1,employee,0,7,2.3333333333333335,0,0.0,0
261,False,20.0,33.0,414.0,3589.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
263,True,79.0,2197.0,1813.0,15692.0,3,0,2,1,employee,0,14,4.666666666666667,0,0.3333333333333333,1
266,False,12.0,500.0,880.0,7562.0,2,0,2,0,employee,0,8,4.0,0,0.0,0
267,False,6.0,2060.0,180.0,1252.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
275,False,1.0,18.0,173.0,1939.0,3,0,1,1,employee,0,8,2.6666666666666665,0,0.0,0
276,True,9.0,37.0,167.0,1324.0,5,0,1,1,employee,0,23,4.6,0,0.0,0
277,True,9.0,1166.0,393.0,2625.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
279,False,1.0,1.0,64.0,487.0,3,0,2,1,employee,0,9,3.0,0,0.0,0
280,False,8.0,471.0,410.0,3341.0,2,0,1,1,employee,0,11,5.5,0,0.0,0
283,False,8.0,246.0,290.0,2645.0,3,0,2,0,employee,1,32,10.666666666666666,136,0.0,0
287,False,14.0,654.0,568.0,4236.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
289,False,1.0,2.0,73.0,536.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
297,False,3.0,43.0,496.0,3584.0,10,0,2,1,employee,0,104,10.4,0,0.0,0
299,True,9.0,561.0,526.0,3417.0,3,0,1,1,employee,0,15,5.0,0,0.0,1
301,False,2.0,10.0,75.0,543.0,5,0,1,1,employee,0,57,11.4,0,0.0,1
302,False,4.0,139.0,446.0,3558.0,2,0,1,1,employee,0,8,4.0,0,0.0,0
306,False,8.0,318.0,455.0,3547.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
307,False,8.0,60.0,715.0,4960.0,4,0,1,1,employee,0,37,9.25,0,0.0,0
308,False,2.0,74.0,73.0,321.0,2,0,1,1,employee,0,21,10.5,0,0.0,0
309,False,6.0,96.0,346.0,2217.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
312,False,1.0,25.0,73.0,318.0,2,0,1,1,employee,0,6,3.0,0,0.0,0
314,False,3.0,154.0,212.0,1232.0,2,0,2,0,employee,0,6,3.0,0,1.5,0
315,False,2.0,15.0,295.0,2701.0,2,0,0,1,employee,0,8,4.0,0,0.0,12
318,False,1.0,3.0,130.0,592.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
320,False,4.0,16.0,292.0,1956.0,5,1,0,1,employee,0,55,11.0,0,0.0,1
322,False,1.0,16.0,77.0,395.0,5,0,2,1,employee,0,52,10.4,0,1.4,8
325,False,1.0,2.0,59.0,409.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
329,False,6.0,107.0,360.0,2686.0,5,0,1,1,employee,0,26,5.2,0,36.4,185
339,False,2.0,4.0,183.0,2103.0,3,0,2,1,employee,0,18,6.0,0,0.6666666666666666,3
343,False,2.0,6.0,252.0,1279.0,3,2,0,1,temporary,0,45,15.0,0,0.6666666666666666,2
345,False,2.0,29.0,323.0,2882.0,0,0,0,0,employee,0,0,0,0,0,0
346,False,5.0,251.0,185.0,1926.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
347,False,1.0,8.0,19.0,113.0,3,0,1,1,employee,0,19,6.333333333333333,0,0.3333333333333333,7
355,False,2.0,184.0,12.0,186.0,2,0,0,1,employee,0,4,2.0,0,0.0,0
356,False,6.0,74.0,334.0,2229.0,2,0,1,1,employee,0,12,6.0,0,0.0,4
365,False,2.0,50.0,40.0,441.0,3,0,1,1,employee,0,14,4.666666666666667,0,0.3333333333333333,1
366,False,3.0,355.0,173.0,1330.0,3,0,1,1,employee,0,20,6.666666666666667,0,0.0,0
368,False,1.0,4.0,119.0,724.0,7,0,3,0,employee,0,34,4.857142857142857,0,0.0,0
374,False,3.0,53.0,53.0,341.0,9,0,2,1,employee,0,76,8.444444444444445,0,0.1111111111111111,3
376,False,1.0,8.0,51.0,337.0,2,0,1,1,employee,0,7,3.5,0,0.0,0
377,True,10.0,452.0,533.0,3070.0,5,0,2,1,employee,0,108,21.6,0,0.0,0
378,False,18.0,476.0,1111.0,9500.0,2,0,2,0,employee,0,4,2.0,0,0.0,0
379,False,20.0,977.0,1304.0,9655.0,2,0,2,0,employee,0,11,5.5,0,0.0,0
380,True,21.0,1355.0,1423.0,10409.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
381,False,21.0,1869.0,1415.0,10217.0,6,0,2,1,employee,0,84,14.0,0,0.0,0
382,False,20.0,850.0,1175.0,7977.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
383,False,8.0,164.0,752.0,5188.0,2,0,1,1,employee,0,10,5.0,0,0.0,0
384,False,13.0,326.0,937.0,5352.0,1,0,0,1,employee,0,3,3.0,0,0.0,0
385,False,1.0,6.0,33.0,196.0,0,0,0,0,employee,0,0,0,0,0,0
387,False,13.0,351.0,826.0,5781.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
388,False,10.0,338.0,521.0,3340.0,2,0,2,0,employee,0,5,2.5,0,0.0,0
389,False,9.0,263.0,850.0,5651.0,2,0,2,0,employee,0,6,3.0,0,0.0,0
390,False,6.0,96.0,343.0,1998.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
391,False,11.0,405.0,744.0,4355.0,2,0,1,0,employee,0,10,5.0,0,0.0,0
393,False,1.0,12.0,73.0,316.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
394,False,18.0,654.0,975.0,6919.0,1,0,1,0,employee,0,8,8.0,0,0.0,0
395,False,3.0,75.0,48.0,454.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
