id,patch_size,patch_churn,diff_complexity,diff_size,number_comments,number_users,number_contributors,number_core_devs,opened_by,number_of_patches,words_in_discussion,words_per_comment_in_discussion,snippets_size,mean_time_between_replies,discussion_length
619,1.0,86.0,4.0,87.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
3023,4.0,297.0,437.0,9870.0,1,0,0,1,employee,0,19,19.0,0,0.0,27
1294,204.0,447.0,3057.0,46009.0,6,0,2,2,employee,1,219,36.5,228,0.0,0
3303,13.0,804.0,647.0,4843.0,0,0,0,0,employee,0,0,0,0,0,0
178,3.0,228.0,387.0,6470.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
1030,4.0,143.0,22.0,357.0,2,1,0,1,employee,0,12,6.0,0,0.0,0
3077,3.0,10.0,847.0,19431.0,4,0,1,1,employee,0,46,11.5,0,0.25,8
600,2.0,98.0,36.0,450.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
3188,13.0,892.0,168.0,1273.0,0,0,0,0,employee,0,0,0,0,0,0
1380,10.0,245.0,491.0,9874.0,2,1,1,0,employee,0,11,5.5,0,0.0,0
735,3.0,380.0,443.0,8630.0,1,1,0,0,employee,0,8,8.0,0,0.0,3
3129,3.0,159.0,444.0,10124.0,0,0,0,0,employee,0,0,0,0,0,2
452,2.0,39.0,236.0,4586.0,1,1,0,0,employee,0,9,9.0,0,0.0,6
725,1.0,36.0,12.0,176.0,0,0,0,0,employee,0,0,0,0,0,0
362,7.0,356.0,92.0,1267.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
1096,3.0,268.0,420.0,8430.0,2,1,0,1,employee,0,13,6.5,0,2.0,4
2993,2.0,29.0,23.0,380.0,0,0,0,0,employee,0,0,0,0,0,0
535,1.0,127.0,12.0,160.0,3,2,1,0,employee,0,25,8.333333333333334,0,0.0,6
316,1.0,371.0,55.0,695.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
1281,8.0,598.0,175.0,1461.0,21,2,2,2,employee,2,418,19.904761904761905,337,0.0,0
1947,4.0,327.0,211.0,2222.0,0,0,0,0,employee,0,0,0,0,0,2
3078,3.0,170.0,116.0,1177.0,1,0,0,1,employee,0,2,2.0,0,0.0,28
218,13.0,1038.0,138.0,1857.0,7,1,1,1,employee,0,88,12.571428571428571,0,2.2857142857142856,18
852,11.0,615.0,558.0,9835.0,0,0,0,0,employee,0,0,0,0,0,0
409,3.0,282.0,337.0,5555.0,2,1,0,1,employee,0,8,4.0,0,0.0,0
1592,4.0,121.0,439.0,10404.0,6,1,1,2,employee,0,53,8.833333333333334,0,0.3333333333333333,3
1746,1.0,18.0,13.0,121.0,0,0,0,0,employee,0,0,0,0,0,0
791,1.0,650.0,403.0,8492.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
835,31.0,1264.0,1605.0,31286.0,12,1,1,2,employee,4,928,77.33333333333333,1004,0.75,1
1296,11.0,408.0,62.0,636.0,2,1,0,1,employee,0,10,5.0,0,0.0,0
3280,16.0,1211.0,1096.0,7027.0,0,0,0,0,employee,0,0,0,0,0,0
1494,1.0,30.0,374.0,9053.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
697,8.0,692.0,498.0,9005.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
311,12.0,1129.0,111.0,1859.0,1,1,0,0,employee,0,8,8.0,0,0.0,5
700,3.0,289.0,1116.0,22951.0,3,1,0,1,employee,0,15,5.0,0,0.0,0
1099,4.0,297.0,377.0,8010.0,1,1,0,0,employee,0,9,9.0,0,0.0,4
1806,3.0,109.0,81.0,913.0,0,0,0,0,employee,0,0,0,0,0,0
166,5.0,443.0,285.0,4076.0,2,1,1,0,employee,0,12,6.0,0,0.0,0
503,2.0,56.0,1.0,46.0,1,1,0,0,employee,0,8,8.0,0,0.0,0
