id,patch_size,patch_churn,diff_complexity,diff_size,number_comments,number_users,number_contributors,number_core_devs,opened_by,number_of_patches,words_in_discussion,words_per_comment_in_discussion,snippets_size,mean_time_between_replies,discussion_length
359,8.0,126.0,476.0,2877.0,4,0,1,1,employee,0,27,6.75,0,0.0,0
44,21.0,176.0,18.0,1913.0,2,0,0,2,employee,0,15,7.5,0,0.0,0
346,2.0,9.0,85.0,904.0,2,0,0,2,employee,0,49,24.5,0,0.0,0
9644,687.0,21878.0,26890.0,202688.0,17,2,2,1,temporary,1,295,17.352941176470587,474,1.411764705882353,26
506,12.0,237.0,1026.0,7667.0,3,0,1,2,employee,0,19,6.333333333333333,0,0.6666666666666666,1
226,4.0,77.0,8.0,203.0,4,0,0,2,employee,0,31,7.75,0,0.0,0
554,1.0,13.0,224.0,1272.0,1,0,0,1,employee,0,5,5.0,0,0.0,0
135,4.0,167.0,15.0,367.0,1,0,0,1,employee,0,7,7.0,0,0.0,1
198,10.0,58.0,70.0,1006.0,3,0,1,2,employee,0,15,5.0,0,0.0,0
248,64.0,3363.0,958.0,8028.0,6,0,0,3,employee,0,58,9.666666666666666,0,0.16666666666666666,0
553,3.0,5.0,146.0,849.0,0,0,0,0,employee,0,0,0,0,0,0
425,2.0,16.0,73.0,623.0,2,0,1,1,employee,0,16,8.0,0,0.0,0
31,241.0,9391.0,3307.0,25860.0,9,0,0,3,employee,0,123,13.666666666666666,0,3.3333333333333335,55
590,3.0,30.0,64.0,710.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
241,2.0,6.0,23.0,299.0,2,0,0,1,employee,0,11,5.5,0,0.5,1
585,69.0,3466.0,465.0,5825.0,3,0,0,2,employee,0,135,45.0,0,0.0,0
482,43.0,545.0,1483.0,8925.0,4,0,0,2,employee,0,74,18.5,0,0.25,1
415,11.0,114.0,257.0,1922.0,6,0,1,1,employee,0,83,13.833333333333334,0,0.0,1
350,8.0,522.0,192.0,2152.0,0,0,0,0,employee,0,0,0,0,0,0
648,2.0,19.0,180.0,1228.0,0,0,0,0,temporary,0,0,0,0,0,0
2156,600.0,19357.0,16388.0,123268.0,0,0,0,0,employee,0,0,0,0,0,0
633,24.0,1009.0,137.0,1580.0,2,0,0,2,employee,0,25,12.5,0,4.0,11
4540,1020.0,55925.0,35881.0,283268.0,0,0,0,0,temporary,0,0,0,0,0,0
544,6.0,200.0,40.0,492.0,0,0,0,0,employee,0,0,0,0,0,0
37,26.0,216.0,378.0,3809.0,0,0,0,0,employee,0,0,0,0,0,0
284,28.0,390.0,93.0,1524.0,1,0,0,1,employee,0,8,8.0,0,0.0,1
321,9.0,106.0,110.0,1470.0,0,0,0,0,employee,0,0,0,0,0,0
664,14.0,1734.0,1090.0,8589.0,2,0,0,2,employee,0,41,20.5,0,0.0,1
210,100.0,1305.0,2854.0,19954.0,3,0,0,2,employee,0,18,6.0,0,0.0,0
682,26.0,2126.0,211.0,2693.0,6,0,1,1,employee,0,100,16.666666666666668,0,0.0,1
260,10.0,75.0,408.0,3636.0,1,0,1,0,employee,0,5,5.0,0,0.0,0
8451,196.0,6726.0,11611.0,87219.0,3,1,1,1,temporary,0,16,5.333333333333333,0,0.3333333333333333,1
420,1.0,8.0,15.0,165.0,0,0,0,0,employee,0,0,0,0,0,0
2489,191.0,6204.0,5601.0,36960.0,1,1,0,0,temporary,0,12,12.0,0,0.0,0
427,1.0,7.0,122.0,779.0,0,0,0,0,employee,0,0,0,0,0,0
