design_change,patch_size,patch_churn,diff_complexity,diff_size,number_comments,number_users,number_contributors,number_core_devs,opened_by,number_of_patches,words_in_discussion,words_per_comment_in_discussion,snippets_size,mean_time_between_replies,discussion_length
False,2.0,77.0,385.0,2998.0,6,1,1,1,temporary,0,90,15.0,0,0.0,1
False,1.0,6.0,42.0,258.0,1,0,0,1,employee,0,10,10.0,0,0.0,0
False,1.0,4.0,43.0,319.0,0,0,0,0,employee,0,0,0,0,0,2
True,58.0,62.0,4.0,63.0,1,0,1,0,employee,0,10,10.0,0,0.0,0
False,1.0,203.0,30.0,204.0,5,0,1,1,employee,1,70,14.0,860,0.0,1
True,10.0,75.0,1063.0,7653.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
True,9.0,268.0,892.0,6986.0,0,0,0,0,employee,0,0,0,0,0,0
True,2.0,1198.0,152.0,951.0,2,0,1,1,employee,0,13,6.5,0,0.0,0
False,1.0,1.0,131.0,828.0,0,0,0,0,employee,0,0,0,0,0,0
False,7.0,165.0,683.0,4989.0,0,0,0,0,employee,0,0,0,0,0,0
True,2.0,311.0,32.0,313.0,2,0,2,0,employee,0,13,6.5,0,0.0,0
False,1.0,1.0,89.0,429.0,5,0,1,1,employee,0,28,5.6,0,0.0,0
False,3.0,98.0,454.0,4386.0,0,0,0,0,employee,0,0,0,0,0,0
True,10.0,412.0,540.0,3612.0,4,0,1,1,employee,0,22,5.5,0,0.0,0
False,2.0,17.0,58.0,365.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,23.0,42.0,274.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,6.0,93.0,580.0,2,0,1,1,employee,0,4,2.0,0,0.0,0
False,1.0,3.0,43.0,292.0,0,0,0,0,employee,0,0,0,0,0,0
False,2.0,151.0,217.0,1255.0,0,0,0,0,employee,0,0,0,0,0,0
False,2.0,68.0,43.0,373.0,0,0,0,0,employee,0,0,0,0,0,0
True,3.0,99.0,200.0,1167.0,0,0,0,0,employee,0,0,0,0,0,0
True,6.0,248.0,541.0,3951.0,3,0,1,1,employee,0,46,15.333333333333334,0,1.3333333333333333,5
True,11.0,438.0,691.0,5573.0,4,0,3,1,employee,0,56,14.0,0,0.0,0
True,9.0,162.0,766.0,5812.0,3,0,1,1,employee,0,11,3.6666666666666665,0,1.3333333333333333,4
False,1.0,3.0,74.0,393.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,1.0,1.0,32.0,238.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,2.0,39.0,296.0,0,0,0,0,employee,0,0,0,0,0,0
True,5.0,1271.0,223.0,1511.0,3,0,1,1,employee,0,33,11.0,0,0.0,0
True,3.0,118.0,18.0,165.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,4.0,69.0,204.0,1238.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,2.0,4.0,159.0,860.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,5.0,48.0,483.0,3807.0,0,0,0,0,employee,0,0,0,0,0,0
True,1.0,71.0,5.0,72.0,1,0,1,0,employee,1,48,48.0,936,0.0,0
False,1.0,2.0,45.0,295.0,2,0,2,0,employee,0,4,2.0,0,0.0,0
False,1.0,3.0,35.0,190.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,3.0,75.0,396.0,1,1,0,0,employee,0,2,2.0,0,0.0,0
True,2.0,91.0,50.0,389.0,5,0,2,1,employee,0,40,8.0,0,1.8,25
False,1.0,20.0,74.0,390.0,2,0,1,1,employee,1,47,23.5,936,0.0,0
False,2.0,47.0,37.0,287.0,2,0,2,0,employee,1,52,26.0,936,0.0,0
False,1.0,9.0,75.0,397.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,5.0,88.0,466.0,2379.0,1,0,1,0,employee,0,10,10.0,0,0.0,1
False,1.0,24.0,100.0,718.0,3,0,1,1,employee,0,47,15.666666666666666,0,0.0,0
False,1.0,24.0,133.0,636.0,4,0,1,1,employee,0,23,5.75,0,0.0,0
False,1.0,2.0,93.0,575.0,1,0,0,1,employee,0,3,3.0,0,0.0,0
True,3.0,9.0,93.0,1046.0,1,0,0,1,employee,0,12,12.0,0,0.0,0
False,1.0,1.0,120.0,664.0,2,0,1,1,employee,0,4,2.0,0,0.0,0
True,2.0,114.0,47.0,344.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,3.0,71.0,364.0,3099.0,2,1,1,0,employee,0,4,2.0,0,0.0,0
False,1.0,2.0,24.0,408.0,0,0,0,0,employee,0,0,0,0,0,0
True,10.0,845.0,367.0,2303.0,1,0,1,0,employee,0,6,6.0,0,0.0,2
False,1.0,63.0,57.0,402.0,2,0,1,0,employee,1,52,26.0,936,0.0,0
False,1.0,48.0,9.0,115.0,3,0,1,1,employee,1,54,18.0,936,0.0,0
False,5.0,69.0,400.0,3399.0,3,0,1,1,employee,1,55,18.333333333333332,936,0.0,1
False,2.0,14.0,193.0,908.0,3,0,1,1,employee,1,52,17.333333333333332,936,0.0,0
False,1.0,28.0,8.0,89.0,3,0,1,1,employee,0,21,7.0,0,0.0,1
True,2.0,271.0,34.0,273.0,8,1,1,1,employee,0,222,27.75,0,0.0,0
True,4.0,201.0,77.0,584.0,3,0,2,1,employee,0,10,3.3333333333333335,0,0.0,0
False,4.0,62.0,587.0,4072.0,2,0,1,1,employee,0,6,3.0,0,1.5,3
False,14.0,558.0,633.0,4122.0,1,0,1,0,employee,0,2,2.0,0,0.0,1
False,12.0,395.0,986.0,6753.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,3.0,77.0,405.0,0,0,0,0,employee,0,0,0,0,0,0
False,2.0,20.0,123.0,710.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,2.0,80.0,423.0,1,0,1,0,temporary,0,8,8.0,0,0.0,0
False,1.0,4.0,121.0,736.0,3,1,1,1,temporary,0,32,10.666666666666666,0,0.0,0
False,1.0,5.0,80.0,424.0,0,0,0,0,employee,0,0,0,0,0,0
False,2.0,161.0,49.0,466.0,0,0,0,0,temporary,0,0,0,0,0,0
False,1.0,3.0,16.0,254.0,0,0,0,0,temporary,0,0,0,0,0,0
True,8.0,191.0,733.0,5655.0,3,0,1,1,employee,1,32,10.666666666666666,559,0.0,0
False,4.0,60.0,139.0,941.0,3,0,2,1,employee,0,7,2.3333333333333335,0,0.0,0
False,20.0,33.0,414.0,3589.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
True,79.0,2197.0,1813.0,15692.0,3,0,2,1,employee,0,14,4.666666666666667,0,0.3333333333333333,1
False,12.0,500.0,880.0,7562.0,2,0,2,0,employee,0,8,4.0,0,0.0,0
False,6.0,2060.0,180.0,1252.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
False,1.0,18.0,173.0,1939.0,3,0,1,1,employee,0,8,2.6666666666666665,0,0.0,0
True,9.0,37.0,167.0,1324.0,5,0,1,1,employee,0,23,4.6,0,0.0,0
True,9.0,1166.0,393.0,2625.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
False,1.0,1.0,64.0,487.0,3,0,2,1,employee,0,9,3.0,0,0.0,0
True,8.0,471.0,410.0,3341.0,2,0,1,1,employee,0,11,5.5,0,0.0,0
False,8.0,246.0,290.0,2645.0,3,0,2,0,employee,1,32,10.666666666666666,136,0.0,0
False,14.0,654.0,568.0,4236.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,1.0,2.0,73.0,536.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,3.0,43.0,496.0,3584.0,10,0,2,1,employee,0,104,10.4,0,0.0,0
True,9.0,561.0,526.0,3417.0,3,0,1,1,employee,0,15,5.0,0,0.0,1
False,2.0,10.0,75.0,543.0,5,0,1,1,employee,0,57,11.4,0,0.0,1
False,4.0,139.0,446.0,3558.0,2,0,1,1,employee,0,8,4.0,0,0.0,0
False,8.0,318.0,455.0,3547.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,8.0,60.0,715.0,4960.0,4,0,1,1,employee,0,37,9.25,0,0.0,0
False,2.0,74.0,73.0,321.0,2,0,1,1,employee,0,21,10.5,0,0.0,0
False,6.0,96.0,346.0,2217.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,1.0,25.0,73.0,318.0,2,0,1,1,employee,0,6,3.0,0,0.0,0
False,3.0,154.0,212.0,1232.0,2,0,2,0,employee,0,6,3.0,0,1.5,0
False,2.0,15.0,295.0,2701.0,2,0,0,1,employee,0,8,4.0,0,0.0,12
False,1.0,3.0,130.0,592.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,4.0,16.0,292.0,1956.0,5,1,0,1,employee,0,55,11.0,0,0.0,1
False,1.0,16.0,77.0,395.0,5,0,2,1,employee,0,52,10.4,0,1.4,8
False,1.0,2.0,59.0,409.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,6.0,107.0,360.0,2686.0,5,0,1,1,employee,0,26,5.2,0,36.4,185
False,2.0,4.0,183.0,2103.0,3,0,2,1,employee,0,18,6.0,0,0.6666666666666666,3
False,2.0,6.0,252.0,1279.0,3,2,0,1,temporary,0,45,15.0,0,0.6666666666666666,2
False,2.0,29.0,323.0,2882.0,0,0,0,0,employee,0,0,0,0,0,0
False,5.0,251.0,185.0,1926.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,1.0,8.0,19.0,113.0,3,0,1,1,employee,0,19,6.333333333333333,0,0.3333333333333333,7
False,2.0,184.0,12.0,186.0,2,0,0,1,employee,0,4,2.0,0,0.0,0
False,6.0,74.0,334.0,2229.0,2,0,1,1,employee,0,12,6.0,0,0.0,4
False,2.0,50.0,40.0,441.0,3,0,1,1,employee,0,14,4.666666666666667,0,0.3333333333333333,1
False,3.0,355.0,173.0,1330.0,3,0,1,1,employee,0,20,6.666666666666667,0,0.0,0
False,1.0,4.0,119.0,724.0,7,0,3,0,employee,0,34,4.857142857142857,0,0.0,0
False,3.0,53.0,53.0,341.0,9,0,2,1,employee,0,76,8.444444444444445,0,0.1111111111111111,3
False,1.0,8.0,51.0,337.0,2,0,1,1,employee,0,7,3.5,0,0.0,0
True,10.0,452.0,533.0,3070.0,5,0,2,1,employee,0,108,21.6,0,0.0,0
True,18.0,476.0,1111.0,9500.0,2,0,2,0,employee,0,4,2.0,0,0.0,0
False,20.0,977.0,1304.0,9655.0,2,0,2,0,employee,0,11,5.5,0,0.0,0
True,21.0,1355.0,1423.0,10409.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,21.0,1869.0,1415.0,10217.0,6,0,2,1,employee,0,84,14.0,0,0.0,0
True,20.0,850.0,1175.0,7977.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
True,8.0,164.0,752.0,5188.0,2,0,1,1,employee,0,10,5.0,0,0.0,0
False,13.0,326.0,937.0,5352.0,1,0,0,1,employee,0,3,3.0,0,0.0,0
False,1.0,6.0,33.0,196.0,0,0,0,0,employee,0,0,0,0,0,0
False,13.0,351.0,826.0,5781.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
False,10.0,338.0,521.0,3340.0,2,0,2,0,employee,0,5,2.5,0,0.0,0
False,9.0,263.0,850.0,5651.0,2,0,2,0,employee,0,6,3.0,0,0.0,0
False,6.0,96.0,343.0,1998.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,11.0,405.0,744.0,4355.0,2,0,1,0,employee,0,10,5.0,0,0.0,0
False,1.0,12.0,73.0,316.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
True,18.0,654.0,975.0,6919.0,1,0,1,0,employee,0,8,8.0,0,0.0,0
False,3.0,75.0,48.0,454.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
True,4.0,217.0,230.0,1486.0,9,0,2,1,employee,0,75,8.333333333333334,0,0.1111111111111111,1
False,3.0,23.0,146.0,1132.0,3,0,2,0,employee,1,29,9.666666666666666,33,0.0,0
False,1.0,16.0,116.0,685.0,3,0,2,0,employee,0,16,5.333333333333333,0,0.0,0
True,4.0,371.0,159.0,1016.0,4,0,2,0,employee,1,61,15.25,204,0.0,0
True,16.0,1540.0,572.0,4392.0,0,0,0,0,employee,0,0,0,0,0,0
True,1.0,43.0,30.0,380.0,2,0,1,1,employee,0,15,7.5,0,0.0,1
False,1.0,10.0,116.0,690.0,2,0,1,1,employee,0,7,3.5,0,0.0,0
False,2.0,67.0,23.0,339.0,0,0,0,0,employee,0,0,0,0,0,0
False,7.0,238.0,275.0,1945.0,2,0,1,1,employee,0,5,2.5,0,0.0,0
True,4.0,107.0,198.0,1262.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,6.0,165.0,297.0,1901.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
True,8.0,46.0,550.0,3687.0,4,1,1,0,employee,0,63,15.75,0,0.0,0
True,2.0,219.0,27.0,221.0,5,0,1,1,employee,0,22,4.4,0,0.0,0
False,20.0,666.0,883.0,6688.0,1,0,0,1,employee,0,15,15.0,0,0.0,0
True,1.0,80.0,70.0,371.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
False,12.0,353.0,495.0,4222.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
False,1.0,4.0,115.0,592.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,1.0,19.0,123.0,742.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,1.0,162.0,53.0,391.0,6,0,1,1,employee,0,77,12.833333333333334,0,0.0,0
False,1.0,9.0,44.0,244.0,2,0,1,1,employee,0,5,2.5,0,0.0,0
False,3.0,35.0,187.0,1382.0,1,0,1,0,employee,0,4,4.0,0,0.0,1
False,1.0,39.0,41.0,203.0,3,0,1,1,employee,2,148,49.333333333333336,1144,0.0,0
True,5.0,688.0,228.0,1741.0,5,0,1,1,employee,0,50,10.0,0,0.0,0
False,1.0,2.0,57.0,358.0,0,0,0,0,employee,0,0,0,0,0,0
True,1.0,32.0,17.0,354.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,6.0,28.0,246.0,1714.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
True,6.0,601.0,213.0,2070.0,5,1,2,1,employee,0,110,22.0,0,0.0,1
False,6.0,138.0,807.0,6697.0,3,0,1,1,employee,0,46,15.333333333333334,0,0.0,0
False,5.0,434.0,213.0,1355.0,1,0,1,0,employee,0,5,5.0,0,0.0,0
False,8.0,80.0,611.0,3632.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,28.0,635.0,1641.0,11750.0,10,0,1,1,employee,0,144,14.4,0,0.2,4
True,1.0,72.0,71.0,367.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,1.0,55.0,75.0,404.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,6.0,197.0,447.0,2595.0,3,0,2,1,employee,0,9,3.0,0,0.0,0
False,6.0,42.0,131.0,1356.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
False,4.0,126.0,134.0,1470.0,5,0,1,1,employee,0,33,6.6,0,0.0,0
False,2.0,278.0,39.0,280.0,12,0,2,1,employee,3,188,15.666666666666666,3092,0.0,0
True,6.0,130.0,240.0,1625.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,4.0,50.0,86.0,542.0,3,0,1,1,employee,0,40,13.333333333333334,0,0.0,0
True,13.0,431.0,630.0,5545.0,6,0,1,1,employee,0,67,11.166666666666666,0,0.0,0
False,4.0,45.0,138.0,1519.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,3.0,305.0,109.0,809.0,1,0,1,0,employee,0,10,10.0,0,0.0,0
False,3.0,132.0,330.0,2952.0,0,0,0,0,employee,0,0,0,0,0,0
True,21.0,720.0,1048.0,7840.0,3,0,1,1,employee,0,28,9.333333333333334,0,0.0,0
False,13.0,444.0,928.0,5854.0,3,0,1,0,employee,0,9,3.0,0,0.0,0
False,8.0,244.0,418.0,3027.0,3,0,1,1,employee,0,23,7.666666666666667,0,0.0,0
False,1.0,2.0,83.0,446.0,3,0,1,1,employee,0,10,3.3333333333333335,0,0.0,0
False,2.0,2.0,105.0,607.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,1.0,31.0,61.0,429.0,3,0,1,1,employee,0,17,5.666666666666667,0,0.0,0
False,2.0,7.0,33.0,252.0,0,0,0,0,employee,0,0,0,0,0,0
False,6.0,94.0,319.0,2868.0,0,0,0,0,employee,0,0,0,0,0,0
False,18.0,557.0,583.0,5327.0,2,0,1,0,employee,0,14,7.0,0,0.0,0
False,10.0,241.0,524.0,4241.0,3,0,1,1,employee,0,15,5.0,0,0.0,0
False,8.0,182.0,297.0,3068.0,3,0,2,1,employee,0,13,4.333333333333333,0,0.0,0
True,7.0,167.0,374.0,3485.0,3,0,1,1,employee,0,16,5.333333333333333,0,0.0,0
False,2.0,65.0,432.0,3423.0,0,0,0,0,employee,0,0,0,0,0,0
True,11.0,241.0,551.0,4668.0,1,0,1,0,employee,0,7,7.0,0,0.0,0
True,22.0,515.0,563.0,4842.0,3,0,1,1,employee,0,13,4.333333333333333,0,0.0,0
False,1.0,55.0,105.0,558.0,3,0,1,1,employee,0,102,34.0,0,0.0,0
False,4.0,481.0,77.0,626.0,3,0,1,1,employee,0,20,6.666666666666667,0,0.0,0
False,7.0,163.0,426.0,3792.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
False,3.0,166.0,443.0,4468.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
False,1.0,40.0,109.0,681.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
False,13.0,185.0,740.0,5791.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
True,4.0,320.0,353.0,3299.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
True,21.0,543.0,785.0,5597.0,2,0,1,1,employee,0,19,9.5,0,0.0,0
False,4.0,176.0,360.0,3108.0,2,0,1,1,employee,0,22,11.0,0,0.0,0
False,3.0,331.0,61.0,588.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,15.0,98.0,682.0,5358.0,4,1,1,1,employee,0,46,11.5,0,2.25,0
False,5.0,382.0,511.0,5451.0,7,0,2,1,employee,0,58,8.285714285714286,0,0.0,0
False,5.0,161.0,64.0,687.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
True,5.0,237.0,76.0,796.0,1,0,1,0,employee,0,7,7.0,0,0.0,0
True,3.0,253.0,97.0,929.0,3,0,1,0,employee,0,18,6.0,0,0.0,0
False,3.0,147.0,138.0,1818.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
True,4.0,203.0,198.0,1521.0,1,0,1,0,employee,0,32,32.0,0,0.0,0
True,3.0,311.0,147.0,994.0,2,0,2,0,employee,0,13,6.5,0,0.0,0
True,4.0,198.0,49.0,476.0,2,0,2,0,employee,0,27,13.5,0,0.0,0
True,10.0,810.0,70.0,709.0,5,1,1,1,employee,0,38,7.6,0,0.0,0
False,3.0,31.0,457.0,3757.0,2,0,1,1,employee,0,32,16.0,0,0.0,0
False,1.0,3.0,20.0,178.0,8,1,1,1,temporary,0,109,13.625,0,0.0,0
False,7.0,142.0,75.0,742.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
False,2.0,6.0,172.0,1056.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
True,4.0,215.0,104.0,808.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
False,5.0,168.0,61.0,623.0,2,0,2,0,employee,0,10,5.0,0,0.0,0
True,7.0,588.0,278.0,2076.0,7,0,1,1,employee,1,90,12.857142857142858,171,0.42857142857142855,4
True,15.0,131.0,956.0,7141.0,2,0,1,1,employee,0,14,7.0,0,0.0,0
False,1.0,4.0,79.0,430.0,4,0,3,0,employee,0,14,3.5,0,0.0,0
True,3.0,251.0,81.0,556.0,15,0,2,1,employee,2,289,19.266666666666666,962,0.06666666666666667,2
