design_change,patch_size,patch_churn,diff_complexity,diff_size,number_comments,number_users,number_contributors,number_core_devs,opened_by,number_of_patches,words_in_discussion,words_per_comment_in_discussion,snippets_size,mean_time_between_replies,discussion_length
True,13.0,681.0,105.0,886.0,1,0,1,0,employee,0,3,3.0,0,0.0,2
True,30.0,3274.0,435.0,3814.0,1,0,1,0,employee,0,4,4.0,0,0.0,2
True,22.0,744.0,37.0,381.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,5.0,362.0,13.0,116.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,5.0,1191.0,201.0,1885.0,0,0,0,0,employee,0,0,0,0,0,0
False,1.0,10.0,47.0,343.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
False,3.0,18.0,25.0,273.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,10.0,416.0,121.0,975.0,2,0,2,0,employee,0,12,6.0,0,0.0,1
True,4.0,487.0,43.0,491.0,1,0,1,0,employee,0,33,33.0,0,0.0,0
True,13.0,913.0,186.0,1589.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
True,17.0,357.0,125.0,1046.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
False,1.0,19.0,14.0,148.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,3.0,209.0,34.0,291.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
False,6.0,73.0,187.0,1516.0,1,0,1,0,employee,0,3,3.0,0,0.0,1
True,7.0,365.0,201.0,1843.0,1,0,1,0,employee,0,3,3.0,0,0.0,2
True,8.0,251.0,37.0,347.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,15.0,666.0,356.0,2935.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,41.0,1745.0,702.0,5710.0,0,0,0,0,employee,0,0,0,0,0,0
True,36.0,1122.0,425.0,3542.0,1,0,1,0,employee,0,3,3.0,0,0.0,6
False,48.0,142.0,748.0,6766.0,1,0,1,0,employee,0,3,3.0,0,0.0,0
True,15.0,608.0,132.0,1009.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
